make_model,body_type,price,vat,km,previous_owners,next_inspection,inspection_new,body_color,paint_type,nr_of_doors,nr_of_seats,gearing_type,cylinders,drive_chain,fuel,emission_class,comfort_convenience,entertainment_media,extras,safety_security,gears,displacement_cc,age_years,first_registered_month,hp_kw,condition,warranty_months,upholstery_type,upholstery_color,weight_kg,combined_l_per_100km,city_l_per_100km,country_l_per_100km,emissions_g_co2/km
Renault Espace,Van,29990,VAT deductible,20495.0,1,,Yes,White,metallic,5,7,Automatic,,,Benzine,Euro 6,"Armrest,Cruise control,Electrical side mirrors,Electric tailgate,Heads-up display,Hill Holder,Keyless central door lock,Leather steering wheel,Light sensor,Lumbar support,Multi-function steering wheel,Navigation system,Panorama roof,Park Distance Control,Parking assist system camera,Parking assist system self-steering,Parking assist system sensors front,Parking assist system sensors rear,Power windows,Rain sensor,Seat heating,Start-stop system","Bluetooth,Digital radio,Hands-free equipment,MP3,On-board computer,USB","Alloy wheels,Touch screen,Voice Control","ABS,Adaptive Cruise Control,Blind spot monitor,Central door lock,Driver-side airbag,Electronic stability control,Emergency brake assistant,Isofix,Lane departure warning system,LED Daytime Running Lights,LED Headlights,Passenger-side airbag,Power steering,Side airbag,Tire pressure monitoring system,Traction control,Traffic sign recognition",,1798.0,1,5.0,165.0,Employee's car,,Part leather,Brown,1685.0,6.8,8.7,5.7,153.0
Renault Espace,Van,29990,VAT deductible,27893.0,,,Yes,Silver,metallic,4,7,Automatic,,,Diesel,Euro 6,"Air conditioning,Armrest,Automatic climate control,Electrically adjustable seats,Electrically heated windshield,Electrical side mirrors,Electric tailgate,Heads-up display,Hill Holder,Keyless central door lock,Leather steering wheel,Light sensor,Lumbar support,Massage seats,Multi-function steering wheel,Navigation system,Panorama roof,Park Distance Control,Parking assist system camera,Parking assist system sensors front,Parking assist system sensors rear,Power windows,Rain sensor,Seat heating,Seat ventilation,Start-stop system,Sunroof","Bluetooth,CD player,Digital radio,Hands-free equipment,On-board computer,Radio,Sound system,USB","Alloy wheels,Roof rack,Touch screen,Voice Control","ABS,Adaptive Cruise Control,Adaptive headlights,Alarm system,Blind spot monitor,Central door lock,Daytime running lights,Driver drowsiness detection,Driver-side airbag,Electronic stability control,Emergency brake assistant,Emergency system,Fog lights,Immobilizer,Isofix,Lane departure warning system,LED Headlights,Passenger-side airbag,Power steering,Side airbag,Tire pressure monitoring system,Traction control",,1598.0,1,1.0,118.0,Used,,Part leather,Black,,4.7,5.1,4.4,
Renault Espace,Van,31900,,33949.0,1,,,White,,5,7,Automatic,4,front,Diesel,Euro 6,"Air conditioning,Automatic climate control,Cruise control,Electrically adjustable seats,Electrical side mirrors,Leather steering wheel,Light sensor,Park Distance Control,Power windows,Start-stop system","Bluetooth,USB",Alloy wheels,"ABS,Driver-side airbag,Electronic stability control,Isofix,Passenger-side airbag,Power steering,Side airbag,Tire pressure monitoring system",6,1598.0,1,4.0,118.0,Used,,,,1659.0,4.7,5.1,4.4,120.0
Renault Espace,Van,31900,VAT deductible,,1,,,Grey,,5,5,Automatic,4,front,Diesel,Euro 6,"Air conditioning,Automatic climate control,Cruise control,Electrically adjustable seats,Electrical side mirrors,Leather steering wheel,Light sensor,Park Distance Control,Power windows,Start-stop system","Bluetooth,USB",Alloy wheels,"ABS,Driver-side airbag,Electronic stability control,Isofix,Passenger-side airbag,Power steering,Side airbag,Tire pressure monitoring system",6,1598.0,1,4.0,118.0,Pre-registered,,,,1659.0,4.7,5.1,4.4,120.0
Renault Espace,Van,29990,,39000.0,1,,,White,metallic,5,7,Automatic,4,,Diesel,Euro 6,"Air conditioning,Automatic climate control,Cruise control,Electrically adjustable seats,Electrical side mirrors,Heads-up display,Keyless central door lock,Light sensor,Lumbar support,Multi-function steering wheel,Navigation system,Panorama roof,Park Distance Control,Parking assist system self-steering,Parking assist system sensors front,Parking assist system sensors rear,Power windows,Rain sensor,Split rear seats,Tinted windows","CD player,Hands-free equipment,MP3,On-board computer,USB","Alloy wheels,Touch screen","ABS,Adaptive Cruise Control,Adaptive headlights,Blind spot monitor,Central door lock,Central door lock with remote control,Electronic stability control,Head airbag,Isofix,LED Headlights,Passenger-side airbag,Power steering,Rear airbag,Side airbag,Tire pressure monitoring system,Traction control",6,1598.0,1,1.0,118.0,Used,18,Part leather,Black,1659.0,4.7,5.1,4.4,120.0
Renault Espace,Van,31900,,47.0,,,,White,uni/basic,5,5,Automatic,4,front,Diesel,Euro 6,"Air conditioning,Cruise control,Electrically adjustable seats,Navigation system,Park Distance Control,Power windows",Radio,Alloy wheels,"ABS,Central door lock,Driver-side airbag,Electronic stability control,Fog lights,Immobilizer,Passenger-side airbag,Power steering,Side airbag,Traction control",6,1598.0,1,2.0,118.0,Used,,Part leather,Brown,1734.0,4.7,5.1,4.4,120.0
Renault Espace,Van,31900,,47.0,,,,White,uni/basic,5,5,Automatic,4,front,Diesel,Euro 6,"Air conditioning,Cruise control,Electrically adjustable seats,Navigation system,Park Distance Control,Power windows",Radio,Alloy wheels,"ABS,Central door lock,Driver-side airbag,Electronic stability control,Fog lights,Immobilizer,Passenger-side airbag,Power steering,Side airbag,Traction control",6,1598.0,1,2.0,118.0,Used,,Part leather,Brown,1734.0,4.7,5.1,4.4,120.0
Renault Espace,Van,31900,,29728.0,1,,,Grey,,5,7,Automatic,4,front,Diesel,Euro 6,"Air conditioning,Automatic climate control,Cruise control,Electrically adjustable seats,Electrical side mirrors,Leather steering wheel,Light sensor,Park Distance Control,Power windows,Start-stop system","Bluetooth,USB",Alloy wheels,"ABS,Driver-side airbag,Electronic stability control,Isofix,Passenger-side airbag,Power steering,Side airbag,Tire pressure monitoring system",6,1598.0,1,4.0,118.0,Used,,,,1659.0,4.7,5.1,4.4,120.0
Renault Espace,Van,31900,,22000.0,1,,,Black,metallic,5,7,Automatic,4,front,Diesel,,"Air conditioning,Automatic climate control,Cruise control,Leather steering wheel,Light sensor,Start-stop system","MP3,Radio,USB",Alloy wheels,"ABS,Daytime running lights,Driver-side airbag,Fog lights,Isofix,Power steering,Side airbag",6,1600.0,1,2.0,118.0,Employee's car,,Full leather,,,,,,
Renault Espace,Van,31900,,1.0,1,,,White,,5,7,Automatic,4,4WD,Diesel,,"Air conditioning,Automatic climate control,Cruise control,Leather steering wheel,Park Distance Control","Radio,USB",Alloy wheels,"ABS,Isofix,Power steering,Side airbag",6,,0,2.0,118.0,Pre-registered,,,,,,,,
Renault Espace,Van,31900,,1.0,1,,,White,,5,7,Automatic,4,4WD,Diesel,,"Air conditioning,Automatic climate control,Cruise control,Leather steering wheel,Park Distance Control","Radio,USB",Alloy wheels,"ABS,Isofix,Power steering,Side airbag",6,,0,2.0,118.0,Pre-registered,,,,,,,,
Renault Espace,Van,31900,,1.0,1,,,White,,5,7,Automatic,4,4WD,Diesel,,"Air conditioning,Automatic climate control,Cruise control,Leather steering wheel,Park Distance Control","Radio,USB",Alloy wheels,"ABS,Isofix,Power steering,Side airbag",6,,0,2.0,118.0,Pre-registered,,,,,,,,
Renault Espace,Van,31900,,1.0,1,,,White,,5,7,Automatic,4,4WD,Diesel,,"Air conditioning,Automatic climate control,Cruise control,Leather steering wheel,Park Distance Control","Radio,USB",Alloy wheels,"ABS,Isofix,Power steering,Side airbag",6,,0,2.0,118.0,Pre-registered,,,,,,,,
Renault Espace,Van,31900,,1.0,1,,,White,,5,7,Automatic,4,4WD,Diesel,,"Air conditioning,Automatic climate control,Cruise control,Leather steering wheel,Park Distance Control","Radio,USB",Alloy wheels,"ABS,Isofix,Power steering,Side airbag",6,,0,2.0,118.0,Pre-registered,,,,,,,,
Renault Espace,Van,31900,,1.0,1,,,White,,5,7,Automatic,4,4WD,Diesel,,"Air conditioning,Automatic climate control,Cruise control,Leather steering wheel,Park Distance Control","Radio,USB",Alloy wheels,"ABS,Isofix,Power steering,Side airbag",6,,0,2.0,118.0,Pre-registered,,,,,,,,
Renault Espace,Van,31900,,23825.0,,,,Grey,metallic,5,5,Automatic,4,front,Benzine,Euro 6,"Air conditioning,Armrest,Automatic climate control,Cruise control,Electrically adjustable seats,Electrical side mirrors,Electric tailgate,Hill Holder,Keyless central door lock,Leather steering wheel,Light sensor,Lumbar support,Massage seats,Multi-function steering wheel,Navigation system,Park Distance Control,Parking assist system camera,Parking assist system sensors front,Parking assist system sensors rear,Power windows,Rain sensor,Seat heating,Split rear seats,Start-stop system,Sunroof,Tinted windows","Bluetooth,Digital radio,Hands-free equipment,MP3,On-board computer,Radio,Sound system","Alloy wheels,Touch screen,Voice Control","ABS,Adaptive Cruise Control,Adaptive headlights,Blind spot monitor,Central door lock,Central door lock with remote control,Driver-side airbag,Electronic stability control,Fog lights,Head airbag,Immobilizer,Isofix,Lane departure warning system,LED Daytime Running Lights,LED Headlights,Passenger-side airbag,Power steering,Rear airbag,Side airbag,Tire pressure monitoring system,Traction control,Traffic sign recognition",7,1798.0,1,5.0,165.0,Used,12,Full leather,Beige,1610.0,6.8,8.7,5.6,152.0
Renault Espace,Van,31900,,21304.0,,,,White,,5,5,Automatic,,,Diesel,,"Air conditioning,Automatic climate control,Cruise control,Electrically adjustable seats,Electrical side mirrors,Light sensor,Multi-function steering wheel,Navigation system,Park Distance Control,Parking assist system camera,Power windows,Rain sensor,Seat heating,Tinted windows","Bluetooth,Hands-free equipment,On-board computer,Radio",Alloy wheels,"ABS,Central door lock,Daytime running lights,Driver-side airbag,Electronic stability control,Isofix,Passenger-side airbag,Power steering,Side airbag,Traction control",,1598.0,1,3.0,119.0,Used,12,,,,,,,
Renault Espace,Van,31265,VAT deductible,10.0,,,Yes,White,,5,5,Automatic,4,front,Benzine,Euro 6,"Air conditioning,Automatic climate control,Cruise control,Electrical side mirrors,Keyless central door lock,Leather steering wheel,Light sensor,Navigation system,Park Distance Control,Parking assist system sensors front,Parking assist system sensors rear,Rain sensor,Seat heating,Start-stop system","Bluetooth,Hands-free equipment,MP3,Radio,USB","Alloy wheels,Catalytic Converter,Touch screen","ABS,Blind spot monitor,Central door lock,Daytime running lights,Driver-side airbag,Electronic stability control,Emergency brake assistant,Immobilizer,Isofix,LED Headlights,Power steering,Side airbag,Tire pressure monitoring system,Traction control,Traffic sign recognition",,1798.0,,,165.0,New,60,Part leather,,1685.0,6.8,8.7,5.7,153.0
Renault Espace,Van,31265,VAT deductible,10.0,,,Yes,White,,5,5,Automatic,,front,Benzine,Euro 6,"Air conditioning,Automatic climate control,Cruise control,Electrical side mirrors,Keyless central door lock,Leather steering wheel,Light sensor,Navigation system,Park Distance Control,Parking assist system sensors front,Parking assist system sensors rear,Rain sensor,Seat heating,Start-stop system","Bluetooth,Hands-free equipment,MP3,Radio,USB","Alloy wheels,Catalytic Converter,Touch screen","ABS,Blind spot monitor,Central door lock,Daytime running lights,Driver-side airbag,Electronic stability control,Emergency brake assistant,Immobilizer,Isofix,LED Headlights,Power steering,Side airbag,Tire pressure monitoring system,Traction control,Traffic sign recognition",,1798.0,,,165.0,New,,Part leather,,1685.0,6.8,8.7,5.7,153.0
Renault Espace,Van,31890,VAT deductible,,,,,White,,5,5,Automatic,4,,Benzine,Euro 6,"Air conditioning,Automatic climate control,Cruise control,Electrical side mirrors,Leather steering wheel,Navigation system,Park Distance Control,Parking assist system sensors rear,Power windows,Rain sensor,Seat heating,Start-stop system","Radio,Sound system","Alloy wheels,Touch screen","Blind spot monitor,Central door lock,Daytime running lights,Driver-side airbag,Electronic stability control,Isofix,LED Daytime Running Lights,Passenger-side airbag,Power steering,Side airbag,Tire pressure monitoring system,Traction control,Traffic sign recognition",7,1798.0,,,165.0,New,,,,1685.0,7.4,9.6,6.0,168.0
Renault Espace,Van,31899,VAT deductible,18099.0,1,2021-06,Yes,Grey,metallic,5,7,Automatic,,,Benzine,Euro 6,"Air conditioning,Armrest,Automatic climate control,Cruise control,Electrical side mirrors,Electric tailgate,Heads-up display,Hill Holder,Keyless central door lock,Leather steering wheel,Light sensor,Multi-function steering wheel,Navigation system,Panorama roof,Park Distance Control,Parking assist system camera,Parking assist system sensors front,Parking assist system sensors rear,Power windows,Rain sensor,Seat heating,Start-stop system","Bluetooth,Digital radio,Hands-free equipment,MP3,On-board computer,Radio,USB","Alloy wheels,Catalytic Converter,Roof rack,Touch screen","ABS,Adaptive Cruise Control,Blind spot monitor,Central door lock,Daytime running lights,Driver-side airbag,Electronic stability control,Emergency brake assistant,Fog lights,Immobilizer,Isofix,Lane departure warning system,LED Daytime Running Lights,LED Headlights,Passenger-side airbag,Power steering,Side airbag,Tire pressure monitoring system,Traction control,Traffic sign recognition",7,1798.0,1,3.0,165.0,Used,,Part leather,Black,,6.2,7.8,5.3,140.0
Renault Espace,Van,31360,VAT deductible,10.0,,2022-05,Yes,White,,5,5,Automatic,,front,Diesel,Euro 6,"Air conditioning,Automatic climate control,Cruise control,Electrical side mirrors,Keyless central door lock,Leather steering wheel,Light sensor,Navigation system,Park Distance Control,Parking assist system sensors front,Parking assist system sensors rear,Rain sensor,Start-stop system","Bluetooth,Hands-free equipment,MP3,Radio,USB","Alloy wheels,Touch screen","ABS,Central door lock,Daytime running lights,Driver-side airbag,Electronic stability control,Immobilizer,Isofix,LED Headlights,Power steering,Side airbag,Tire pressure monitoring system,Traction control",,1997.0,0,5.0,118.0,Pre-registered,,Cloth,,1615.0,5.6,6.1,5.3,147.0
Renault Espace,Van,31200,VAT deductible,12000.0,1,,,Blue,metallic,5,5,Automatic,4,front,Diesel,Euro 6,"Air conditioning,Armrest,Automatic climate control,Cruise control,Electrically adjustable seats,Electrically heated windshield,Electrical side mirrors,Electric tailgate,Heated steering wheel,Keyless central door lock,Leather steering wheel,Light sensor,Lumbar support,Massage seats,Multi-function steering wheel,Navigation system,Panorama roof,Park Distance Control,Parking assist system camera,Parking assist system self-steering,Parking assist system sensors front,Parking assist system sensors rear,Power windows,Rain sensor,Seat heating,Split rear seats,Start-stop system,Tinted windows","Bluetooth,CD player,Digital radio,Hands-free equipment,MP3,On-board computer,Radio,Sound system,USB","Alloy wheels,Shift paddles,Ski bag,Sport package,Sport suspension,Touch screen,Voice Control","ABS,Adaptive Cruise Control,Adaptive headlights,Alarm system,Blind spot monitor,Central door lock,Central door lock with remote control,Daytime running lights,Driver drowsiness detection,Driver-side airbag,Electronic stability control,Emergency brake assistant,Emergency system,Fog lights,Head airbag,Immobilizer,Isofix,Lane departure warning system,LED Daytime Running Lights,LED Headlights,Passenger-side airbag,Power steering,Rear airbag,Side airbag,Tire pressure monitoring system,Traction control,Traffic sign recognition,Xenon headlights",6,1598.0,1,11.0,118.0,Used,24,Full leather,,1734.0,4.7,5.1,4.4,120.0
